dataset,split,doc_id,document_type,schema_name,source_file,text,char_count,word_count,sentence_count,entity_count,relation_count,annotation_file_count,label_types,text_sha256,eligible,length_bucket,notes
SciERC,train,E89-1006,abstract,scierc_entity_relation,processed_data/json/train.json,"A proposal to deal with French tenses in the framework of Discourse Representation Theory is presented , as it has been implemented for a fragment at the IMS . It is based on the theory of tenses of H. Kamp and Ch . Rohrer . Instead of using operators to express the meaning of the tenses the Reichenbachian point of view is adopted and refined such that the impact of the tenses with respect to the meaning of the text is understood as contribution to the integration of the events of a sentence in the event structure of the preceeding text . Thereby a system of relevant times provided by the preceeding text and by the temporal adverbials of the sentence being processed is used . This system consists of one or more reference times and temporal perspective times , the speech time and the location time . The special interest of our proposal is to establish a plausible choice of anchors for the new event out of the system of relevant times and to update this system of temporal coordinates correctly . The problem of choice is largely neglected in the literature . In opposition to the approach of Kamp and Rohrer the exact meaning of the tenses is fixed by the resolution component and not in the process of syntactic analysis .",1236,224,9,23,16,1,NER:Generic|NER:Method|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:PART-OF|REL:USED-FOR,5f2aad249a05b6e19127141853acabbbf92dc0d3d04e413f2145da66efa94c8b,1,long,
SciERC,train,C04-1068,abstract,scierc_entity_relation,processed_data/json/train.json,"The work presented in this paper is the first step in a project which aims to cluster and summarise electronic discussions in the context of help-desk applications . The eventual objective of this project is to use these summaries to assist help-desk users and operators . In this paper , we identify features of electronic discussions that influence the clustering process , and offer a filtering mechanism that removes undesirable influences . We tested the clustering and filtering processes on electronic newsgroup discussions , and evaluated their performance by means of two experiments : coarse-level clustering simple information retrieval .",649,100,4,11,7,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:EVALUATE-FOR|REL:FEATURE-OF|REL:HYPONYM-OF|REL:PART-OF,4d49df6ffb5804833dbe1b81a06c66c62901b3a2c232232d11b6cd8616319581,1,short,
SciERC,train,C04-1192,abstract,scierc_entity_relation,processed_data/json/train.json,"The paper presents a method for word sense disambiguation based on parallel corpora . The method exploits recent advances in word alignment and word clustering based on automatic extraction of translation equivalents and being supported by available aligned wordnets for the languages in the corpus . The wordnets are aligned to the Princeton Wordnet , according to the principles established by EuroWordNet . The evaluation of the WSD system , implementing the method described herein showed very encouraging results . The same system used in a validation mode , can be used to check and spot alignment errors in multilingually aligned wordnets as BalkaNet and EuroWordNet .",675,107,5,18,11,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:HYPONYM-OF|REL:USED-FOR,1934d0aa0e95f415b5b1f76348a931f2e9b20d0762b12b0c5c313e0aa5923804,1,medium,
SciERC,train,CVPR_2003_21_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"This paper investigates critical configurations for projective reconstruction from multiple images taken by a camera moving in a straight line . Projective reconstruction refers to a determination of the 3D geometrical configuration of a set of 3D points and cameras , given only correspondences between points in the images . A configuration of points and cameras is critical if it can not be determined uniquely -LRB- up to a projective transform -RRB- from the image coordinates of the points . It is shown that a configuration consisting of any number of cameras lying on a straight line , and any number of points lying on a twisted cubic constitutes a critical configuration . An alternative configuration consisting of a set of points and cameras all lying on a rational quartic curve exists .",800,133,5,7,2,1,NER:Material|NER:OtherScientificTerm|NER:Task|REL:FEATURE-OF|REL:USED-FOR,39f67b39bba838aeaf4738245ffa8cd335de608ef6aa6a42388381314c3edce5,1,medium,
SciERC,train,C96-2213,abstract,scierc_entity_relation,processed_data/json/train.json,"Porting a Natural Language Processing -LRB- NLP -RRB- system to a new domain remains one of the bottlenecks in syntactic parsing , because of the amount of effort required to fix gaps in the lexicon , and to attune the existing grammar to the idiosyncracies of the new sublanguage . This paper shows how the process of fitting a lexicalized grammar to a domain can be automated to a great extent by using a hybrid system that combines traditional knowledge-based techniques with a corpus-based approach .",504,86,2,9,5,1,NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:PART-OF|REL:USED-FOR,fde22a602a0a4adbd354e908d172681105cca96295bcdfea670d9f57ed032378,1,short,
SciERC,train,C88-2132,abstract,scierc_entity_relation,processed_data/json/train.json,"Chart parsing is directional in the sense that it works from the starting point -LRB- usually the beginning of the sentence -RRB- extending its activity usually in a rightward manner . We shall introduce the concept of a chart that works outward from islands and makes sense of as much of the sentence as it is actually possible , and after that will lead to predictions of missing fragments . So , for any place where the easily identifiable fragments occur in the sentence , the process will extend to both the left and the right of the islands , until possibly completely missing fragments are reached . At that point , by virtue of the fact that both a left and a right context were found , heuristics can be introduced that predict the nature of the missing fragments .",774,141,4,0,0,1,,630bfbbe6d3711f2d3a0c91c3d98ad724abaab135b6c8358c804330dcc91ae44,1,medium,
SciERC,train,E91-1050,abstract,scierc_entity_relation,processed_data/json/train.json,"Unification is often the appropriate method for expressing relations between representations in the form of feature structures ; however , there are circumstances in which a different approach is desirable . A declarative formalism is presented which permits direct mappings of one feature structure into another , and illustrative examples are given of its application to areas of current interest .",400,61,2,7,4,1,NER:Generic|NER:Method|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:FEATURE-OF|REL:USED-FOR,be2c8cb3a336c911f6ad35f330bfb5eb39b9b2112bfdf56e6389eb18174278c6,1,short,
SciERC,train,H01-1017,abstract,scierc_entity_relation,processed_data/json/train.json,"To support engaging human users in robust , mixed-initiative speech dialogue interactions which reach beyond current capabilities in dialogue systems , the DARPA Communicator program -LSB- 1 -RSB- is funding the development of a distributed message-passing infrastructure for dialogue systems which all Communicator participants are using . In this presentation , we describe the features of and requirements for a genuinely useful software infrastructure for this purpose .",474,68,2,4,1,1,NER:Method|REL:USED-FOR,8e5bac4a86b25e6b7f002f0d68ff100f0788206fe1cb6de4c1008fb37eedc23c,1,short,
SciERC,train,ICML_2016_21_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"We propose a novel limited-memory stochastic block BFGS update for incorporating enriched curvature information in stochastic approximation methods . In our method , the estimate of the inverse Hessian matrix that is maintained by it , is updated at each iteration using a sketch of the Hessian , i.e. , a randomly generated compressed form of the Hessian . We propose several sketching strategies , present a new quasi-Newton method that uses stochastic block BFGS updates combined with the variance reduction approach SVRG to compute batch stochastic gradients , and prove linear convergence of the resulting method . Numerical tests on large-scale logistic regression problems reveal that our method is more robust and substantially outperforms current state-of-the-art methods .",782,119,4,17,12,1,NER:Generic|NER:Method|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:FEATURE-OF|REL:HYPONYM-OF|REL:USED-FOR,1988fd87c5a55ed97ee98cb80ccfa323629cf1575e2b1d4715a1f8a81f07899e,1,medium,
SciERC,train,H89-2066,abstract,scierc_entity_relation,processed_data/json/train.json,"The goal of this research is to develop a spoken language system that will demonstrate the usefulness of voice input for interactive problem solving . The system will accept continuous speech , and will handle multiple speakers without explicit speaker enrollment . Combining speech recognition and natural language processing to achieve speech understanding , the system will be demonstrated in an application domain relevant to the DoD . The objective of this project is to develop a robust and high-performance speech recognition system using a segment-based approach to phonetic recognition . The recognition system will eventually be integrated with natural language processing to achieve spoken language understanding .",725,108,5,14,11,1,NER:Generic|NER:Material|NER:Method|NER:Task|REL:CONJUNCTION|REL:USED-FOR,9d4e1d62a8b529b5a1656787ce0a8e1697967ab3ef7fa04da75eece6afba6226,1,medium,
SciERC,train,C90-3072,abstract,scierc_entity_relation,processed_data/json/train.json,"Spelling-checkers have become an integral part of most text processing software . From different reasons among which the speed of processing prevails they are usually based on dictionaries of word forms instead of words . This approach is sufficient for languages with little inflection such as English , but fails for highly inflective languages such as Czech , Russian , Slovak or other Slavonic languages . We have developed a special method for describing inflection for the purpose of building spelling-checkers for such languages . The speed of the resulting program lies somewhere in the middle of the scale of existing spelling-checkers for English and the main dictionary fits into the standard 360K floppy , whereas the number of recognized word forms exceeds 6 million -LRB- for Czech -RRB- . Further , a special method has been developed for easy word classification .",880,143,6,23,17,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:FEATURE-OF|REL:HYPONYM-OF|REL:PART-OF|REL:USED-FOR,5a2010f77c023c4c5a5041d908a01bc68a90fe9dc61604ac9030ab602752e55a,1,medium,
SciERC,train,C04-1080,abstract,scierc_entity_relation,processed_data/json/train.json,"We present a new HMM tagger that exploits context on both sides of a word to be tagged , and evaluate it in both the unsupervised and supervised case . Along the way , we present the first comprehensive comparison of unsupervised methods for part-of-speech tagging , noting that published results to date have not been comparable across corpora or lexicons . Observing that the quality of the lexicon greatly impacts the accuracy that can be achieved by the algorithms , we present a method of HMM training that improves accuracy when training of lexical probabilities is unstable . Finally , we show how this new tagger achieves state-of-the-art results in a supervised , non-training intensive framework .",707,118,4,11,4,1,NER:Generic|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:EVALUATE-FOR|REL:USED-FOR,cc11ac450014bb329f91932d350084ee3d8a915ca37cdbccc3c83e9181329dbb,1,medium,
SciERC,train,NIPS_2015_10_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"We propose a family of non-uniform sampling strategies to provably speed up a class of stochastic optimization algorithms with linear convergence including Stochastic Variance Reduced Gradient -LRB- SVRG -RRB- and Stochastic Dual Coordinate Ascent -LRB- SDCA -RRB- . For a large family of penalized empirical risk minimization problems , our methods exploit data dependent local smoothness of the loss functions near the optimum , while maintaining convergence guarantees . Our bounds are the first to quantify the advantage gained from local smoothness which are significant for some problems significantly better . Empirically , we provide thorough numerical results to back up our theory . Additionally we present algorithms exploiting local smoothness in more aggressive ways , which perform even better in practice .",821,123,5,15,9,1,NER:Generic|NER:Method|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:FEATURE-OF|REL:HYPONYM-OF|REL:USED-FOR,cf2f48d0ccff5317cf79ad7e946eccbba8928578d106043cb139cab09610d6c9,1,medium,
SciERC,train,C04-1022,abstract,scierc_entity_relation,processed_data/json/train.json,"Statistical language modeling remains a challenging task , in particular for morphologically rich languages . Recently , new approaches based on factored language models have been developed to address this problem . These models provide principled ways of including additional conditioning variables other than the preceding words , such as morphological or syntactic features . However , the number of possible choices for model parameters creates a large space of models that can not be searched exhaustively . This paper presents an entirely data-driven model selection procedure based on genetic search , which is shown to outperform both knowledge-based and random selection procedures on two different language modeling tasks -LRB- Arabic and Turkish -RRB- .",764,115,5,15,9,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:HYPONYM-OF|REL:USED-FOR,573716bac8cf9173e76bc6e84ec9d54455e4b156d8e6699b98d4c22485f217cf,1,medium,
SciERC,train,P03-1033,abstract,scierc_entity_relation,processed_data/json/train.json,"We address appropriate user modeling in order to generate cooperative responses to each user in spoken dialogue systems . Unlike previous studies that focus on user 's knowledge or typical kinds of users , the user model we propose is more comprehensive . Specifically , we set up three dimensions of user models : skill level to the system , knowledge level on the target domain and the degree of hastiness . Moreover , the models are automatically derived by decision tree learning using real dialogue data collected by the system . We obtained reasonable classification accuracy for all dimensions . Dialogue strategies based on the user modeling are implemented in Kyoto city bus information system that has been developed at our laboratory . Experimental evaluation shows that the cooperative responses adaptive to individual users serve as good guidance for novice users without increasing the dialogue duration for skilled users .",937,151,7,16,8,1,NER:Generic|NER:Material|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:PART-OF|REL:USED-FOR,1564d769634969cb409bf72645e3639b09c4ab6d071914e44de5fa45debf2525,1,long,
SciERC,train,P06-2059,abstract,scierc_entity_relation,processed_data/json/train.json,"This paper proposes a novel method of building polarity-tagged corpus from HTML documents . The characteristics of this method is that it is fully automatic and can be applied to arbitrary HTML documents . The idea behind our method is to utilize certain layout structures and linguistic pattern . By using them , we can automatically extract such sentences that express opinion . In our experiment , the method could construct a corpus consisting of 126,610 sentences .",470,78,5,11,6,1,NER:Generic|NER:Material|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:USED-FOR,b8983f44307df1cddd74ca2e5162cee29d9f8d32586e988015551ae0cd90f405,1,short,
SciERC,train,P05-1074,abstract,scierc_entity_relation,processed_data/json/train.json,"Previous work has used monolingual parallel corpora to extract and generate paraphrases . We show that this task can be done using bilingual parallel corpora , a much more commonly available resource . Using alignment techniques from phrase-based statistical machine translation , we show how paraphrases in one language can be identified using a phrase in another language as a pivot . We define a paraphrase probability that allows paraphrases extracted from a bilingual parallel corpus to be ranked using translation probabilities , and show how it can be refined to take contextual information into account . We evaluate our paraphrase extraction and ranking methods using a set of manual word alignments , and contrast the quality with paraphrases extracted from automatic alignments .",790,124,5,18,9,1,NER:Generic|NER:Material|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:EVALUATE-FOR|REL:PART-OF|REL:USED-FOR,bd9aef0c216051ab45e7373b539e3d5178acac1154f14b94cc63a7c857b46176,1,medium,
SciERC,train,H89-2019,abstract,scierc_entity_relation,processed_data/json/train.json,"This paper proposes an automatic , essentially domain-independent means of evaluating Spoken Language Systems -LRB- SLS -RRB- which combines software we have developed for that purpose -LRB- the '' Comparator '' -RRB- and a set of specifications for answer expressions -LRB- the '' Common Answer Specification '' , or CAS -RRB- . The Comparator checks whether the answer provided by a SLS accords with a canonical answer , returning either true or false . The Common Answer Specification determines the syntax of answer expressions , the minimal content that must be included in them , the data to be included in and excluded from test corpora , and the procedures used by the Comparator . Though some details of the CAS are particular to individual domains , the Comparator software is domain-independent , as is the CAS approach .",832,139,4,15,5,1,NER:Generic|NER:Method|NER:OtherScientificTerm|REL:CONJUNCTION|REL:PART-OF|REL:USED-FOR,518ceb8dfbcde127f9935560a23cc560e64b3c5777d7f8247aaa4bffa1fd5389,1,medium,
SciERC,train,C02-1120,abstract,scierc_entity_relation,processed_data/json/train.json,"This paper describes an unsupervised learning method for associative relationships between verb phrases , which is important in developing reliable Q&A systems . Consider the situation that a user gives a query `` How much petrol was imported to Japan from Saudi Arabia ? '' to a Q&A system , but the text given to the system includes only the description `` X tonnes of petrol was conveyed to Japan from Saudi Arabia '' . We think that the description is a good clue to find the answer for our query , `` X tonnes '' . But there is no large-scale database that provides the associative relationship between `` imported '' and `` conveyed '' . Our aim is to develop an unsupervised learning method that can obtain such an associative relationship , which we call scenario consistency . The method we are currently working on uses an expectation-maximization -LRB- EM -RRB- based word-clustering algorithm , and we have evaluated the effectiveness of this method using Japanese verb phrases .",991,171,7,13,5,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:USED-FOR,72deefc7d63889ce33257f934b36a40308c9348e50b7d20fd846991869ddb00b,1,long,
SciERC,train,INTERSPEECH_2015_9_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"We describe the use of text data scraped from the web to augment language models for Automatic Speech Recognition and Keyword Search for Low Resource Languages . We scrape text from multiple genres including blogs , online news , translated TED talks , and subtitles . Using linearly interpolated language models , we find that blogs and movie subtitles are more relevant for language modeling of conversational telephone speech and obtain large reductions in out-of-vocabulary keywords . Furthermore , we show that the web data can improve Term Error Rate Performance by 3.8 % absolute and Maximum Term-Weighted Value in Keyword Search by 0.0076-0 .1059 absolute points . Much of the gain comes from the reduction of out-of-vocabulary items .",743,120,5,21,21,1,NER:Generic|NER:Material|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:FEATURE-OF|REL:HYPONYM-OF|REL:USED-FOR,b4515a92bd74dcf43761b0b40e3e04ff16beec5d5abc32dea8ae354546af4a85,1,medium,
SciERC,train,P03-1034,abstract,scierc_entity_relation,processed_data/json/train.json,"Pipelined Natural Language Generation -LRB- NLG -RRB- systems have grown increasingly complex as architectural modules were added to support language functionalities such as referring expressions , lexical choice , and revision . This has given rise to discussions about the relative placement of these new modules in the overall architecture . Recent work on another aspect of multi-paragraph text , discourse markers , indicates it is time to consider where a discourse marker insertion algorithm fits in . We present examples which suggest that in a pipelined NLG architecture , the best approach is to strongly tie it to a revision component . Finally , we evaluate the approach in a working multi-page system .",715,115,5,17,10,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:HYPONYM-OF|REL:PART-OF|REL:USED-FOR,3747e50160a8d2b3117000313f328f8db539f624df9b10103a1d6e5337e75da4,1,medium,
SciERC,train,E83-1029,abstract,scierc_entity_relation,processed_data/json/train.json,"In this paper a system which understands and conceptualizes scenes descriptions in natural language is presented . Specifically , the following components of the system are described : the syntactic analyzer , based on a Procedural Systemic Grammar , the semantic analyzer relying on the Conceptual Dependency Theory , and the dictionary .",339,53,2,9,9,1,NER:Generic|NER:Method|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:PART-OF|REL:USED-FOR,02f5f1370332d4ea3a7b9a5a5309166acc3691d09fe27dcc3784b61b80b84240,1,short,
SciERC,train,J05-1003,abstract,scierc_entity_relation,processed_data/json/train.json,"This article considers approaches which rerank the output of an existing probabilistic parser . The base parser produces a set of candidate parses for each input sentence , with associated probabilities that define an initial ranking of these parses . A second model then attempts to improve upon this initial ranking , using additional features of the tree as evidence . The strength of our approach is that it allows a tree to be represented as an arbitrary set of features , without concerns about how these features interact or overlap and without the need to define a derivation or a generative model which takes these features into account . We introduce a new method for the reranking task , based on the boosting approach to ranking problems described in Freund et al. -LRB- 1998 -RRB- . We apply the boosting method to parsing the Wall Street Journal treebank . The method combined the log-likelihood under a baseline model -LRB- that of Collins -LSB- 1999 -RSB- -RRB- with evidence from an additional 500,000 features over parse trees that were not included in the original model . The new model achieved 89.75 % F-measure , a 13 % relative decrease in F-measure error over the baseline model 's score of 88.2 % . The article also introduces a new algorithm for the boosting approach which takes advantage of the sparsity of the feature space in the parsing data . Experiments show significant efficiency gains for the new algorithm over the obvious implementation of the boosting approach . We argue that the method is an appealing alternative - in terms of both simplicity and efficiency - to work on feature selection methods within log-linear -LRB- maximum-entropy -RRB- models . Although the experiments in this article are on natural language parsing -LRB- NLP -RRB- , the approach should be applicable to many other NLP problems which are naturally framed as ranking tasks , for example , speech recognition , machine translation , or natural language generation .",1981,334,12,50,28,1,NER:Generic|NER:Material|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:FEATURE-OF|REL:HYPONYM-OF|REL:PART-OF|REL:USED-FOR,e784a4a01a963f2bce759c9e9a02cf1742c90180150dc7e5c761b5b5a8d1f921,1,long,
SciERC,train,J89-4003,abstract,scierc_entity_relation,processed_data/json/train.json,"A model is presented to characterize the class of languages obtained by adding reduplication to context-free languages . The model is a pushdown automaton augmented with the ability to check reduplication by using the stack in a new way . The class of languages generated is shown to lie strictly between the context-free languages and the indexed languages . The model appears capable of accommodating the sort of reduplications that have been observed to occur in natural languages , but it excludes many of the unnatural constructions that other formal models have permitted .",579,94,4,16,7,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|REL:CONJUNCTION|REL:HYPONYM-OF|REL:USED-FOR,5b139de8e574037679631ca2202d095a34ab49801ed24b1648f3a3d49c39034e,1,short,
SciERC,train,CVPR_2014_10_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"We present an image set classification algorithm based on unsupervised clustering of labeled training and unla-beled test data where labels are only used in the stopping criterion . The probability distribution of each class over the set of clusters is used to define a true set based similarity measure . To this end , we propose an iterative sparse spectral clustering algorithm . In each iteration , a proximity matrix is efficiently recomputed to better represent the local subspace structure . Initial clusters capture the global data structure and finer clusters at the later stages capture the subtle class differences not visible at the global scale . Image sets are compactly represented with multiple Grass-mannian manifolds which are subsequently embedded in Euclidean space with the proposed spectral clustering algorithm . We also propose an efficient eigenvector solver which not only reduces the computational cost of spectral clustering by many folds but also improves the clustering quality and final classification results . Experiments on five standard datasets and comparison with seven existing techniques show the efficacy of our algorithm .",1163,179,8,26,12,1,NER:Generic|NER:Material|NER:Method|NER:Metric|NER:OtherScientificTerm|REL:EVALUATE-FOR|REL:USED-FOR,4daf53b1202924bf85717f0b58ed16f5f240bcb0630aa88b43d4561b86353422,1,long,
SciERC,train,H05-1101,abstract,scierc_entity_relation,processed_data/json/train.json,"This paper investigates some computational problems associated with probabilistic translation models that have recently been adopted in the literature on machine translation . These models can be viewed as pairs of probabilistic context-free grammars working in a ` synchronous ' way . Two hardness results for the class NP are reported , along with an exponential time lower-bound for certain classes of algorithms that are currently used in the literature .",459,71,3,6,3,1,NER:Generic|NER:Method|NER:OtherScientificTerm|NER:Task|REL:FEATURE-OF|REL:USED-FOR,fdd7d1a4c420317b4264bcd4eb6956cf3cffb9adb127452a95305126b94f2ad2,1,short,
SciERC,train,CVPR_2005_21_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"Active shape models are a powerful and widely used tool to interpret complex image data . By building models of shape variation they enable search algorithms to use a pri-ori knowledge in an efficient and gainful way . However , due to the linearity of PCA , non-linearities like rotations or independently moving sub-parts in the data can deteriorate the resulting model considerably . Although non-linear extensions of active shape models have been proposed and application specific solutions have been used , they still need a certain amount of user interaction during model building . In this paper the task of build-ing/choosing optimal models is tackled in a more generic information theoretic fashion . In particular , we propose an algorithm based on the minimum description length principle to find an optimal subdivision of the data into sub-parts , each adequate for linear modeling . This results in an overall more compact model configuration . Which in turn leads to a better model in terms of modes of variations . The proposed method is evaluated on synthetic data , medical images and hand contours .",1117,185,9,22,13,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:FEATURE-OF|REL:HYPONYM-OF|REL:USED-FOR,26089a107cd7bd3f992a3d636d0125c39ed444ba47c47e9d001b7f372068dbdd,1,long,
SciERC,train,L08-1110,abstract,scierc_entity_relation,processed_data/json/train.json,"We describe a set of experiments to explore statistical techniques for ranking and selecting the best translations in a graph of translation hypotheses . In a previous paper -LRB- Carl , 2007 -RRB- we have described how the hypotheses graph is generated through shallow mapping and permutation rules . We have given examples of its nodes consisting of vectors representing morpho-syntactic properties of words and phrases . This paper describes a number of methods for elaborating statistical feature functions from some of the vector components . The feature functions are trained off-line on different types of text and their log-linear combination is then used to retrieve the best M translation paths in the graph . We compare two language modelling toolkits , the CMU and the SRI toolkit and arrive at three results : 1 -RRB- word-lemma based feature function models produce better results than token-based models , 2 -RRB- adding a PoS-tag feature function to the word-lemma model improves the output and 3 -RRB- weights for lexical translations are suitable if the training material is similar to the texts to be translated .",1132,184,6,22,11,1,NER:Generic|NER:Method|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:HYPONYM-OF|REL:PART-OF|REL:USED-FOR,af68f94f07b53e1f7ae31efd53c9fb758361f54c4260a93e122594e002fe6ffd,1,long,
SciERC,train,J90-3002,abstract,scierc_entity_relation,processed_data/json/train.json,"This paper presents a specialized editor for a highly structured dictionary . The basic goal in building that editor was to provide an adequate tool to help lexicologists produce a valid and coherent dictionary on the basis of a linguistic theory . If we want valuable lexicons and grammars to achieve complex natural language processing , we must provide very powerful tools to help create and ensure the validity of such complex linguistic databases . Our most important task in building the editor was to define a set of coherence rules that could be computationally applied to ensure the validity of lexical entries . A customized interface for browsing and editing was also designed and implemented .",705,117,5,9,3,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:USED-FOR,62aa20f6a3138232a695b173bf6d997193219b5a6dab68c5a173d3bc710073be,1,medium,
SciERC,train,L08-1154,abstract,scierc_entity_relation,processed_data/json/train.json,"Existing techniques extract term candidates by looking for internal and contextual information associated with domain specific terms . The algorithms always face the dilemma that fewer features are not enough to distinguish terms from non-terms whereas more features lead to more conflicts among selected features . This paper presents a novel approach for term extraction based on delimiters which are much more stable and domain independent . The proposed approach is not as sensitive to term frequency as that of previous works . This approach has no strict limit or hard rules and thus they can deal with all kinds of terms . It also requires no prior domain knowledge and no additional training to adapt to new domains . Consequently , the proposed approach can be applied to different domains easily and it is especially useful for resource-limited domains . Evaluations conducted on two different domains for Chinese term extraction show significant improvements over existing techniques which verifies its efficiency and domain independent nature . Experiments on new term extraction indicate that the proposed approach can also serve as an effective tool for domain lexicon expansion .",1194,188,9,21,7,1,NER:Generic|NER:Material|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:EVALUATE-FOR|REL:FEATURE-OF|REL:USED-FOR,5eeebf3f9bf57d30ea84796fbf9daba0c91399959c1ce82babbf5c0bc20d0a53,1,long,
SciERC,train,H05-2007,abstract,scierc_entity_relation,processed_data/json/train.json,"We describe a method for identifying systematic patterns in translation data using part-of-speech tag sequences . We incorporate this analysis into a diagnostic tool intended for developers of machine translation systems , and demonstrate how our application can be used by developers to explore patterns in machine translation output .",336,50,2,8,5,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|REL:PART-OF|REL:USED-FOR,015a945ed4ed4db81622d4f2f29c9554a8892ba72e1d35579d5c482841e0f1fb,1,short,
SciERC,train,NIPS_1996_22_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"We study the number of hidden layers required by a multilayer neu-ral network with threshold units to compute a function f from n d to -LCB- O , I -RCB- . In dimension d = 2 , Gibson characterized the functions computable with just one hidden layer , under the assumption that there is no `` multiple intersection point '' and that f is only defined on a compact set . We consider the restriction of f to the neighborhood of a multiple intersection point or of infinity , and give necessary and sufficient conditions for it to be locally computable with one hidden layer . We show that adding these conditions to Gib-son 's assumptions is not sufficient to ensure global computability with one hidden layer , by exhibiting a new non-local configuration , the `` critical cycle '' , which implies that f is not computable with one hidden layer .",844,153,4,10,3,1,NER:Method|NER:OtherScientificTerm|REL:HYPONYM-OF|REL:USED-FOR,422a1908fa86a3ff6f8ff3a93c15e8b56ba9c569a98be4bf8a1f3d93744fca23,1,medium,
SciERC,train,ECCV_2014_50_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"This paper presents an approach to estimate the intrinsic texture properties -LRB- albedo , shading , normal -RRB- of scenes from multiple view acquisition under unknown illumination conditions . We introduce the concept of intrinsic textures , which are pixel-resolution surface textures representing the intrinsic appearance parameters of a scene . Unlike previous video relighting methods , the approach does not assume regions of uniform albedo , which makes it applicable to richly textured scenes . We show that intrinsic image methods can be used to refine an initial , low-frequency shading estimate based on a global lighting reconstruction from an original texture and coarse scene geometry in order to resolve the inherent global ambiguity in shading . The method is applied to relight-ing of free-viewpoint rendering from multiple view video capture . This demonstrates relighting with reproduction of fine surface detail .",935,143,6,22,12,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:FEATURE-OF|REL:USED-FOR,478fbe2d86bed6c9f9ed5ff2fe953cfbeec96ab6af6ca7446a4ba2456cce4bc4,1,long,
SciERC,train,H05-1117,abstract,scierc_entity_relation,processed_data/json/train.json,"Following recent developments in the automatic evaluation of machine translation and document summarization , we present a similar approach , implemented in a measure called POURPRE , for automatically evaluating answers to definition questions . Until now , the only way to assess the correctness of answers to such questions involves manual determination of whether an information nugget appears in a system 's response . The lack of automatic methods for scoring system output is an impediment to progress in the field , which we address with this work . Experiments with the TREC 2003 and TREC 2004 QA tracks indicate that rankings produced by our metric correlate highly with official rankings , and that POURPRE outperforms direct application of existing metrics .",770,123,4,14,10,1,NER:Generic|NER:Material|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:USED-FOR,5af5bf3376552b42e644e68d95263d594faafc8d8c3e44dcb68bd48c80d3b2f6,1,medium,
